Fap3;Type_mmo;Annee;Taux;;;
E1Z;Taux d'entrée;2013;30.73;;;
E2Z;Taux d'entrée;2013;7.37;;;
Ensemble;Taux d'entrée;2013;62.33;;;
F0Z;Taux d'entrée;2013;33.59;;;
F1Z;Taux d'entrée;2013;11.68;;;
F2Z;Taux d'entrée;2013;15.15;;;
F3Z;Taux d'entrée;2013;4.11;;;
F4Z;Taux d'entrée;2013;25.91;;;
F5Z;Taux d'entrée;2013;9.56;;;
G0A;Taux d'entrée;2013;40.65;;;
G0B;Taux d'entrée;2013;21.67;;;
G1Z;Taux d'entrée;2013;12.63;;;
H0Z;Taux d'entrée;2013;8.71;;;
J0Z;Taux d'entrée;2013;39.72;;;
J1Z;Taux d'entrée;2013;18.57;;;
J3Z;Taux d'entrée;2013;33.27;;;
J4Z;Taux d'entrée;2013;15.6;;;
J5Z;Taux d'entrée;2013;27.73;;;
J6Z;Taux d'entrée;2013;5.93;;;
K0Z;Taux d'entrée;2013;138.3;;;
L0Z;Taux d'entrée;2013;30.37;;;
L1Z;Taux d'entrée;2013;21.11;;;
L2Z;Taux d'entrée;2013;167.68;;;
L3Z;Taux d'entrée;2013;13.35;;;
L4Z;Taux d'entrée;2013;9.56;;;
L5Z;Taux d'entrée;2013;13.5;;;
L6Z;Taux d'entrée;2013;129.25;;;
M0Z;Taux d'entrée;2013;42.19;;;
M1Z;Taux d'entrée;2013;15.95;;;
M2Z;Taux d'entrée;2013;17.03;;;
N0Z;Taux d'entrée;2013;9.73;;;
P0Z;Taux d'entrée;2013;4.05;;;
P1Z;Taux d'entrée;2013;2.77;;;
P2Z;Taux d'entrée;2013;3.68;;;
P3Z;Taux d'entrée;2013;8.46;;;
P4Z;Taux d'entrée;2013;66.17;;;
Q0Z;Taux d'entrée;2013;20.33;;;
Q1Z;Taux d'entrée;2013;13.43;;;
Q2Z;Taux d'entrée;2013;3.29;;;
R0Z;Taux d'entrée;2013;176.29;;;
R1Z;Taux d'entrée;2013;65.61;;;
R2Z;Taux d'entrée;2013;11.22;;;
R3Z;Taux d'entrée;2013;39.62;;;
R4Z;Taux d'entrée;2013;12.64;;;
S0Z;Taux d'entrée;2013;37.53;;;
S1Z;Taux d'entrée;2013;103.52;;;
S2Z;Taux d'entrée;2013;151.11;;;
S3Z;Taux d'entrée;2013;10.67;;;
T0Z;Taux d'entrée;2013;27.85;;;
T1Z;Taux d'entrée;2013;40.5;;;
T2A;Taux d'entrée;2013;60.82;;;
T2B;Taux d'entrée;2013;6.2;;;
T3Z;Taux d'entrée;2013;98.24;;;
T4Z;Taux d'entrée;2013;205.97;;;
T6Z;Taux d'entrée;2013;1040.25;;;
U0Z;Taux d'entrée;2013;44.31;;;
U1Z;Taux d'entrée;2013;574.63;;;
V0Z;Taux d'entrée;2013;232.01;;;
V1Z;Taux d'entrée;2013;182.05;;;
V2Z;Taux d'entrée;2013;62.93;;;
V3Z;Taux d'entrée;2013;27.91;;;
V4Z;Taux d'entrée;2013;71.25;;;
V5Z;Taux d'entrée;2013;200.89;;;
W0Z;Taux d'entrée;2013;43.41;;;
W1Z;Taux d'entrée;2013;124.23;;;
X0Z;Taux d'entrée;2013;3.19;;;
ZZZ;Taux d'entrée;2013;2109.88;;;
A0Z;Taux d'entrée;2014;143.99;;;
A1Z;Taux d'entrée;2014;142.08;;;
A2Z;Taux d'entrée;2014;12.08;;;
A3Z;Taux d'entrée;2014;54.34;;;
B0Z;Taux d'entrée;2014;23.54;;;
B1Z;Taux d'entrée;2014;24.98;;;
B2Z;Taux d'entrée;2014;14.21;;;
B3Z;Taux d'entrée;2014;46.94;;;
B4Z;Taux d'entrée;2014;20.97;;;
B5Z;Taux d'entrée;2014;11.41;;;
B6Z;Taux d'entrée;2014;9.35;;;
B7Z;Taux d'entrée;2014;10.55;;;
C0Z;Taux d'entrée;2014;31.37;;;
C1Z;Taux d'entrée;2014;22.63;;;
C2Z;Taux d'entrée;2014;6.8;;;
D0Z;Taux d'entrée;2014;10.91;;;
D1Z;Taux d'entrée;2014;8.52;;;
D2Z;Taux d'entrée;2014;13.19;;;
D3Z;Taux d'entrée;2014;10.3;;;
D4Z;Taux d'entrée;2014;9.23;;;
D6Z;Taux d'entrée;2014;5.01;;;
E0Z;Taux d'entrée;2014;84.95;;;
E1Z;Taux d'entrée;2014;30.2;;;
E2Z;Taux d'entrée;2014;6.84;;;
Ensemble;Taux d'entrée;2014;62.05;;;
F0Z;Taux d'entrée;2014;32.01;;;
F1Z;Taux d'entrée;2014;12.77;;;
F2Z;Taux d'entrée;2014;12.48;;;
F3Z;Taux d'entrée;2014;4.24;;;
F4Z;Taux d'entrée;2014;32.06;;;
F5Z;Taux d'entrée;2014;8.49;;;
G0A;Taux d'entrée;2014;43.84;;;
G0B;Taux d'entrée;2014;23.34;;;
G1Z;Taux d'entrée;2014;15.32;;;
H0Z;Taux d'entrée;2014;8.07;;;
J0Z;Taux d'entrée;2014;41.59;;;
J1Z;Taux d'entrée;2014;17.75;;;
J3Z;Taux d'entrée;2014;32.92;;;
J4Z;Taux d'entrée;2014;18.39;;;
J5Z;Taux d'entrée;2014;28.1;;;
J6Z;Taux d'entrée;2014;17.09;;;
K0Z;Taux d'entrée;2014;132.74;;;
L0Z;Taux d'entrée;2014;22.06;;;
L1Z;Taux d'entrée;2014;20.86;;;
L2Z;Taux d'entrée;2014;154.12;;;
L3Z;Taux d'entrée;2014;14.01;;;
L4Z;Taux d'entrée;2014;9.78;;;
L5Z;Taux d'entrée;2014;15.4;;;
L6Z;Taux d'entrée;2014;94.15;;;
M0Z;Taux d'entrée;2014;45.39;;;
M1Z;Taux d'entrée;2014;15.01;;;
M2Z;Taux d'entrée;2014;17.16;;;
N0Z;Taux d'entrée;2014;10.45;;;
P0Z;Taux d'entrée;2014;3.92;;;
P1Z;Taux d'entrée;2014;0.72;;;
P2Z;Taux d'entrée;2014;3.24;;;
P3Z;Taux d'entrée;2014;11.38;;;
P4Z;Taux d'entrée;2014;3.76;;;
Q0Z;Taux d'entrée;2014;18.39;;;
Q1Z;Taux d'entrée;2014;15.85;;;
Q2Z;Taux d'entrée;2014;4.35;;;
R0Z;Taux d'entrée;2014;187.36;;;
R1Z;Taux d'entrée;2014;64.39;;;
R2Z;Taux d'entrée;2014;11.49;;;
R3Z;Taux d'entrée;2014;42.31;;;
R4Z;Taux d'entrée;2014;13.27;;;
S0Z;Taux d'entrée;2014;30.13;;;
S1Z;Taux d'entrée;2014;101.53;;;
S2Z;Taux d'entrée;2014;162.64;;;
S3Z;Taux d'entrée;2014;12.73;;;
T0Z;Taux d'entrée;2014;25.58;;;
T1Z;Taux d'entrée;2014;66.27;;;
T2A;Taux d'entrée;2014;51.84;;;
T2B;Taux d'entrée;2014;3.93;;;
T3Z;Taux d'entrée;2014;90.95;;;
T4Z;Taux d'entrée;2014;198.54;;;
T6Z;Taux d'entrée;2014;1185.5;;;
U0Z;Taux d'entrée;2014;47.12;;;
U1Z;Taux d'entrée;2014;633.49;;;
V0Z;Taux d'entrée;2014;252.51;;;
V1Z;Taux d'entrée;2014;189.61;;;
V2Z;Taux d'entrée;2014;65.21;;;
V3Z;Taux d'entrée;2014;29.83;;;
V4Z;Taux d'entrée;2014;72.03;;;
V5Z;Taux d'entrée;2014;177.15;;;
W0Z;Taux d'entrée;2014;47.86;;;
W1Z;Taux d'entrée;2014;109.4;;;
X0Z;Taux d'entrée;2014;2.36;;;
ZZZ;Taux d'entrée;2014;981.15;;;
A0Z;Taux de sortie;2007;65.6;;;
A1Z;Taux de sortie;2007;89.57;;;
A2Z;Taux de sortie;2007;14.81;;;
A3Z;Taux de sortie;2007;51.66;;;
B0Z;Taux de sortie;2007;37.18;;;
B1Z;Taux de sortie;2007;38.94;;;
B2Z;Taux de sortie;2007;31.03;;;
B3Z;Taux de sortie;2007;54.95;;;
B4Z;Taux de sortie;2007;28.79;;;
B5Z;Taux de sortie;2007;23.65;;;
B6Z;Taux de sortie;2007;19.19;;;
B7Z;Taux de sortie;2007;22.93;;;
C0Z;Taux de sortie;2007;22.24;;;
C1Z;Taux de sortie;2007;22.4;;;
C2Z;Taux de sortie;2007;12.17;;;
D0Z;Taux de sortie;2007;16.98;;;
D1Z;Taux de sortie;2007;13.5;;;
D2Z;Taux de sortie;2007;23.81;;;
D3Z;Taux de sortie;2007;21.76;;;
D4Z;Taux de sortie;2007;13.87;;;
D6Z;Taux de sortie;2007;6.65;;;
E0Z;Taux de sortie;2007;83.48;;;
E1Z;Taux de sortie;2007;33.64;;;
E2Z;Taux de sortie;2007;10.11;;;
Ensemble;Taux de sortie;2007;50.79;;;
F0Z;Taux de sortie;2007;26.78;;;
F1Z;Taux de sortie;2007;26.84;;;
F2Z;Taux de sortie;2007;41.25;;;
F3Z;Taux de sortie;2007;15.85;;;
F4Z;Taux de sortie;2007;30.67;;;
F5Z;Taux de sortie;2007;12.77;;;
G0A;Taux de sortie;2007;29.6;;;
G0B;Taux de sortie;2007;26.79;;;
G1Z;Taux de sortie;2007;15.88;;;
H0Z;Taux de sortie;2007;11.59;;;
J0Z;Taux de sortie;2007;59.81;;;
J1Z;Taux de sortie;2007;23.78;;;
J3Z;Taux de sortie;2007;44.95;;;
J4Z;Taux de sortie;2007;23.6;;;
J5Z;Taux de sortie;2007;28.26;;;
J6Z;Taux de sortie;2007;17.74;;;
K0Z;Taux de sortie;2007;135.17;;;
L0Z;Taux de sortie;2007;29.61;;;
L1Z;Taux de sortie;2007;20.58;;;
L2Z;Taux de sortie;2007;112.95;;;
L3Z;Taux de sortie;2007;13.89;;;
L4Z;Taux de sortie;2007;15.62;;;
L5Z;Taux de sortie;2007;17.37;;;
L6Z;Taux de sortie;2007;259.04;;;
M0Z;Taux de sortie;2007;58.88;;;
M1Z;Taux de sortie;2007;23.14;;;
M2Z;Taux de sortie;2007;19.22;;;
N0Z;Taux de sortie;2007;14.16;;;
P0Z;Taux de sortie;2007;3.93;;;
P1Z;Taux de sortie;2007;5.6;;;
P2Z;Taux de sortie;2007;2.71;;;
P3Z;Taux de sortie;2007;17.78;;;
P4Z;Taux de sortie;2007;24.27;;;
Q0Z;Taux de sortie;2007;16.65;;;
Q1Z;Taux de sortie;2007;14.73;;;
Q2Z;Taux de sortie;2007;5.52;;;
R0Z;Taux de sortie;2007;139.76;;;
R1Z;Taux de sortie;2007;70.75;;;
R2Z;Taux de sortie;2007;20.36;;;
R3Z;Taux de sortie;2007;22.59;;;
R4Z;Taux de sortie;2007;16.75;;;
S0Z;Taux de sortie;2007;36.54;;;
S1Z;Taux de sortie;2007;122.13;;;
S2Z;Taux de sortie;2007;156.13;;;
S3Z;Taux de sortie;2007;18.04;;;
T0Z;Taux de sortie;2007;39.42;;;
T1Z;Taux de sortie;2007;28.9;;;
T2A;Taux de sortie;2007;48.42;;;
T2B;Taux de sortie;2007;19.39;;;
T3Z;Taux de sortie;2007;69.93;;;
T4Z;Taux de sortie;2007;164.49;;;
T6Z;Taux de sortie;2007;509.29;;;
U0Z;Taux de sortie;2007;40.28;;;
U1Z;Taux de sortie;2007;270.07;;;
V0Z;Taux de sortie;2007;114.18;;;
V1Z;Taux de sortie;2007;101.46;;;
V2Z;Taux de sortie;2007;78.8;;;
V3Z;Taux de sortie;2007;27.79;;;
V4Z;Taux de sortie;2007;46.14;;;
V5Z;Taux de sortie;2007;194.83;;;
W0Z;Taux de sortie;2007;36.09;;;
W1Z;Taux de sortie;2007;97.95;;;
X0Z;Taux de sortie;2007;1.79;;;
ZZZ;Taux de sortie;2007;469.62;;;
A0Z;Taux de sortie;2008;62.34;;;
A1Z;Taux de sortie;2008;96.26;;;
A2Z;Taux de sortie;2008;13.79;;;
A3Z;Taux de sortie;2008;121.84;;;
B0Z;Taux de sortie;2008;33.93;;;
B1Z;Taux de sortie;2008;40.91;;;
B2Z;Taux de sortie;2008;29.09;;;
B3Z;Taux de sortie;2008;62.94;;;
B4Z;Taux de sortie;2008;26.71;;;
B5Z;Taux de sortie;2008;22.27;;;
B6Z;Taux de sortie;2008;19.39;;;
B7Z;Taux de sortie;2008;20.04;;;
C0Z;Taux de sortie;2008;27.83;;;
C1Z;Taux de sortie;2008;19.37;;;
C2Z;Taux de sortie;2008;8.74;;;
D0Z;Taux de sortie;2008;18.26;;;
D1Z;Taux de sortie;2008;12.83;;;
D2Z;Taux de sortie;2008;17.42;;;
D3Z;Taux de sortie;2008;18.12;;;
D4Z;Taux de sortie;2008;13.76;;;
D6Z;Taux de sortie;2008;8.02;;;
E0Z;Taux de sortie;2008;85.2;;;
E1Z;Taux de sortie;2008;36;;;
E2Z;Taux de sortie;2008;12;;;
Ensemble;Taux de sortie;2008;50.53;;;
F0Z;Taux de sortie;2008;25.09;;;
F1Z;Taux de sortie;2008;33.02;;;
F2Z;Taux de sortie;2008;27.74;;;
F3Z;Taux de sortie;2008;18.08;;;
F4Z;Taux de sortie;2008;30.07;;;
F5Z;Taux de sortie;2008;15.09;;;
G0A;Taux de sortie;2008;33.35;;;
G0B;Taux de sortie;2008;27.13;;;
G1Z;Taux de sortie;2008;13.07;;;
H0Z;Taux de sortie;2008;11.07;;;
J0Z;Taux de sortie;2008;50.52;;;
J1Z;Taux de sortie;2008;22.36;;;
J3Z;Taux de sortie;2008;37.58;;;
J4Z;Taux de sortie;2008;22.45;;;
J5Z;Taux de sortie;2008;28.53;;;
J6Z;Taux de sortie;2008;12.81;;;
K0Z;Taux de sortie;2008;163.81;;;
L0Z;Taux de sortie;2008;28.53;;;
L1Z;Taux de sortie;2008;21.59;;;
L2Z;Taux de sortie;2008;115.8;;;
L3Z;Taux de sortie;2008;16.13;;;
L4Z;Taux de sortie;2008;15.89;;;
L5Z;Taux de sortie;2008;19.33;;;
L6Z;Taux de sortie;2008;217.18;;;
M0Z;Taux de sortie;2008;65.23;;;
M1Z;Taux de sortie;2008;21.11;;;
M2Z;Taux de sortie;2008;20.76;;;
N0Z;Taux de sortie;2008;12.97;;;
P0Z;Taux de sortie;2008;2.84;;;
P1Z;Taux de sortie;2008;1.33;;;
P2Z;Taux de sortie;2008;2.47;;;
P3Z;Taux de sortie;2008;9.45;;;
P4Z;Taux de sortie;2008;9.19;;;
Q0Z;Taux de sortie;2008;16.73;;;
Q1Z;Taux de sortie;2008;13.03;;;
Q2Z;Taux de sortie;2008;5.9;;;
R0Z;Taux de sortie;2008;139.37;;;
R1Z;Taux de sortie;2008;74.91;;;
R2Z;Taux de sortie;2008;19.36;;;
R3Z;Taux de sortie;2008;25.35;;;
R4Z;Taux de sortie;2008;17.8;;;
S0Z;Taux de sortie;2008;41.47;;;
S1Z;Taux de sortie;2008;119.57;;;
S2Z;Taux de sortie;2008;151.29;;;
S3Z;Taux de sortie;2008;20.12;;;
T0Z;Taux de sortie;2008;38.28;;;
T1Z;Taux de sortie;2008;52.98;;;
T2A;Taux de sortie;2008;63.92;;;
T2B;Taux de sortie;2008;21.45;;;
T3Z;Taux de sortie;2008;73.76;;;
T4Z;Taux de sortie;2008;166.3;;;
T6Z;Taux de sortie;2008;569.44;;;
U0Z;Taux de sortie;2008;49.19;;;
U1Z;Taux de sortie;2008;214.22;;;
V0Z;Taux de sortie;2008;126.58;;;
V1Z;Taux de sortie;2008;102.85;;;
V2Z;Taux de sortie;2008;71.34;;;
V3Z;Taux de sortie;2008;23.03;;;
V4Z;Taux de sortie;2008;52.33;;;
V5Z;Taux de sortie;2008;181.52;;;
W0Z;Taux de sortie;2008;48.61;;;
W1Z;Taux de sortie;2008;90.93;;;
X0Z;Taux de sortie;2008;2.14;;;
ZZZ;Taux de sortie;2008;428.05;;;
A0Z;Taux de sortie;2009;99.91;;;
A1Z;Taux de sortie;2009;134.25;;;
A2Z;Taux de sortie;2009;11.15;;;
A3Z;Taux de sortie;2009;76.17;;;
B0Z;Taux de sortie;2009;27.64;;;
B1Z;Taux de sortie;2009;29.2;;;
B2Z;Taux de sortie;2009;21.35;;;
B3Z;Taux de sortie;2009;39.15;;;
B4Z;Taux de sortie;2009;22.29;;;
B5Z;Taux de sortie;2009;16.57;;;
B6Z;Taux de sortie;2009;14.49;;;
B7Z;Taux de sortie;2009;13.64;;;
C0Z;Taux de sortie;2009;22.87;;;
C1Z;Taux de sortie;2009;19.63;;;
C2Z;Taux de sortie;2009;8.52;;;
D0Z;Taux de sortie;2009;13.19;;;
D1Z;Taux de sortie;2009;13.56;;;
D2Z;Taux de sortie;2009;14.9;;;
D3Z;Taux de sortie;2009;16.36;;;
D4Z;Taux de sortie;2009;11.9;;;
D6Z;Taux de sortie;2009;5.97;;;
E0Z;Taux de sortie;2009;72.47;;;
E1Z;Taux de sortie;2009;34.7;;;
E2Z;Taux de sortie;2009;8.27;;;
Ensemble;Taux de sortie;2009;48.99;;;
F0Z;Taux de sortie;2009;18.39;;;
F1Z;Taux de sortie;2009;20.54;;;
F2Z;Taux de sortie;2009;21.38;;;
F3Z;Taux de sortie;2009;13.31;;;
F4Z;Taux de sortie;2009;25.15;;;
F5Z;Taux de sortie;2009;13.41;;;
G0A;Taux de sortie;2009;32.35;;;
G0B;Taux de sortie;2009;22.47;;;
G1Z;Taux de sortie;2009;14.14;;;
H0Z;Taux de sortie;2009;9.33;;;
J0Z;Taux de sortie;2009;43.82;;;
J1Z;Taux de sortie;2009;20.99;;;
J3Z;Taux de sortie;2009;35.59;;;
J4Z;Taux de sortie;2009;21.69;;;
J5Z;Taux de sortie;2009;23.27;;;
J6Z;Taux de sortie;2009;9.3;;;
K0Z;Taux de sortie;2009;157.43;;;
L0Z;Taux de sortie;2009;24.99;;;
L1Z;Taux de sortie;2009;16.65;;;
L2Z;Taux de sortie;2009;112.7;;;
L3Z;Taux de sortie;2009;13.89;;;
L4Z;Taux de sortie;2009;12.79;;;
L5Z;Taux de sortie;2009;14.97;;;
L6Z;Taux de sortie;2009;165.56;;;
M0Z;Taux de sortie;2009;50.36;;;
M1Z;Taux de sortie;2009;16.16;;;
M2Z;Taux de sortie;2009;16.36;;;
N0Z;Taux de sortie;2009;8.19;;;
P0Z;Taux de sortie;2009;3.2;;;
P1Z;Taux de sortie;2009;0.63;;;
P2Z;Taux de sortie;2009;2.01;;;
P3Z;Taux de sortie;2009;8.94;;;
P4Z;Taux de sortie;2009;4.6;;;
Q0Z;Taux de sortie;2009;16.76;;;
Q1Z;Taux de sortie;2009;13.23;;;
Q2Z;Taux de sortie;2009;4.94;;;
R0Z;Taux de sortie;2009;149.49;;;
R1Z;Taux de sortie;2009;65.54;;;
R2Z;Taux de sortie;2009;23.52;;;
R3Z;Taux de sortie;2009;17.9;;;
R4Z;Taux de sortie;2009;15.72;;;
S0Z;Taux de sortie;2009;35.21;;;
S1Z;Taux de sortie;2009;120.58;;;
S2Z;Taux de sortie;2009;140.66;;;
S3Z;Taux de sortie;2009;17.84;;;
T0Z;Taux de sortie;2009;34.19;;;
T1Z;Taux de sortie;2009;99.78;;;
T2A;Taux de sortie;2009;57.39;;;
T2B;Taux de sortie;2009;36.69;;;
T3Z;Taux de sortie;2009;78.62;;;
T4Z;Taux de sortie;2009;157.53;;;
T6Z;Taux de sortie;2009;775.53;;;
U0Z;Taux de sortie;2009;45.67;;;
U1Z;Taux de sortie;2009;270.18;;;
V0Z;Taux de sortie;2009;139.72;;;
V1Z;Taux de sortie;2009;109.86;;;
V2Z;Taux de sortie;2009;70.05;;;
V3Z;Taux de sortie;2009;27.31;;;
V4Z;Taux de sortie;2009;53.57;;;
V5Z;Taux de sortie;2009;171.95;;;
W0Z;Taux de sortie;2009;41.26;;;
W1Z;Taux de sortie;2009;74.49;;;
X0Z;Taux de sortie;2009;1.75;;;
ZZZ;Taux de sortie;2009;304.21;;;
A0Z;Taux de sortie;2010;173.57;;;
A1Z;Taux de sortie;2010;183.43;;;
A2Z;Taux de sortie;2010;11.78;;;
A3Z;Taux de sortie;2010;86.89;;;
B0Z;Taux de sortie;2010;21.58;;;
B1Z;Taux de sortie;2010;28.74;;;
B2Z;Taux de sortie;2010;21.16;;;
B3Z;Taux de sortie;2010;35.12;;;
B4Z;Taux de sortie;2010;28.6;;;
B5Z;Taux de sortie;2010;22.96;;;
B6Z;Taux de sortie;2010;13.3;;;
B7Z;Taux de sortie;2010;14.37;;;
C0Z;Taux de sortie;2010;26.5;;;
C1Z;Taux de sortie;2010;19.1;;;
C2Z;Taux de sortie;2010;7.18;;;
D0Z;Taux de sortie;2010;10.68;;;
D1Z;Taux de sortie;2010;11.14;;;
D2Z;Taux de sortie;2010;15.26;;;
D3Z;Taux de sortie;2010;13.49;;;
D4Z;Taux de sortie;2010;8.86;;;
D6Z;Taux de sortie;2010;4.79;;;
E0Z;Taux de sortie;2010;69.64;;;
E1Z;Taux de sortie;2010;30.48;;;
E2Z;Taux de sortie;2010;7.83;;;
Ensemble;Taux de sortie;2010;51.11;;;
F0Z;Taux de sortie;2010;23.07;;;
F1Z;Taux de sortie;2010;15.99;;;
F2Z;Taux de sortie;2010;16.26;;;
F3Z;Taux de sortie;2010;9.31;;;
F4Z;Taux de sortie;2010;25.88;;;
F5Z;Taux de sortie;2010;13.69;;;
G0A;Taux de sortie;2010;35.68;;;
G0B;Taux de sortie;2010;23.41;;;
G1Z;Taux de sortie;2010;12.86;;;
H0Z;Taux de sortie;2010;13.89;;;
J0Z;Taux de sortie;2010;45.32;;;
J1Z;Taux de sortie;2010;21.41;;;
J3Z;Taux de sortie;2010;30.42;;;
J4Z;Taux de sortie;2010;18.76;;;
J5Z;Taux de sortie;2010;26.76;;;
J6Z;Taux de sortie;2010;8.1;;;
K0Z;Taux de sortie;2010;154.89;;;
L0Z;Taux de sortie;2010;25.9;;;
L1Z;Taux de sortie;2010;17.81;;;
L2Z;Taux de sortie;2010;114.59;;;
L3Z;Taux de sortie;2010;13.43;;;
L4Z;Taux de sortie;2010;11.7;;;
L5Z;Taux de sortie;2010;15.43;;;
L6Z;Taux de sortie;2010;160.36;;;
M0Z;Taux de sortie;2010;40.26;;;
M1Z;Taux de sortie;2010;13.43;;;
M2Z;Taux de sortie;2010;16.18;;;
N0Z;Taux de sortie;2010;9.12;;;
P0Z;Taux de sortie;2010;4.29;;;
P1Z;Taux de sortie;2010;13.82;;;
P2Z;Taux de sortie;2010;7.63;;;
P3Z;Taux de sortie;2010;21.15;;;
P4Z;Taux de sortie;2010;10.95;;;
Q0Z;Taux de sortie;2010;16.02;;;
Q1Z;Taux de sortie;2010;12.8;;;
Q2Z;Taux de sortie;2010;4.39;;;
R0Z;Taux de sortie;2010;156.88;;;
R1Z;Taux de sortie;2010;71.15;;;
R2Z;Taux de sortie;2010;17.75;;;
R3Z;Taux de sortie;2010;18.9;;;
R4Z;Taux de sortie;2010;14.08;;;
S0Z;Taux de sortie;2010;39.13;;;
S1Z;Taux de sortie;2010;117.11;;;
S2Z;Taux de sortie;2010;135.74;;;
S3Z;Taux de sortie;2010;14.11;;;
T0Z;Taux de sortie;2010;32.84;;;
T1Z;Taux de sortie;2010;89.43;;;
T2A;Taux de sortie;2010;63.09;;;
T2B;Taux de sortie;2010;22.32;;;
T3Z;Taux de sortie;2010;74.28;;;
T4Z;Taux de sortie;2010;169.6;;;
T6Z;Taux de sortie;2010;771.4;;;
U0Z;Taux de sortie;2010;46.8;;;
U1Z;Taux de sortie;2010;305.07;;;
V0Z;Taux de sortie;2010;148.81;;;
V1Z;Taux de sortie;2010;107.94;;;
V2Z;Taux de sortie;2010;63.16;;;
V3Z;Taux de sortie;2010;29.43;;;
V4Z;Taux de sortie;2010;58.46;;;
V5Z;Taux de sortie;2010;162.67;;;
W0Z;Taux de sortie;2010;44.64;;;
W1Z;Taux de sortie;2010;74.59;;;
X0Z;Taux de sortie;2010;11.56;;;
ZZZ;Taux de sortie;2010;255.75;;;
A0Z;Taux de sortie;2011;105.36;;;
A1Z;Taux de sortie;2011;114.09;;;
A2Z;Taux de sortie;2011;13.99;;;
A3Z;Taux de sortie;2011;106.19;;;
B0Z;Taux de sortie;2011;24.04;;;
B1Z;Taux de sortie;2011;30.73;;;
B2Z;Taux de sortie;2011;19.82;;;
B3Z;Taux de sortie;2011;40.46;;;
B4Z;Taux de sortie;2011;25.18;;;
B5Z;Taux de sortie;2011;17.5;;;
B6Z;Taux de sortie;2011;13.12;;;
B7Z;Taux de sortie;2011;12.68;;;
C0Z;Taux de sortie;2011;26.41;;;
C1Z;Taux de sortie;2011;21.35;;;
C2Z;Taux de sortie;2011;7.7;;;
D0Z;Taux de sortie;2011;12.59;;;
D1Z;Taux de sortie;2011;11.96;;;
D2Z;Taux de sortie;2011;13.76;;;
D3Z;Taux de sortie;2011;14.1;;;
D4Z;Taux de sortie;2011;8.19;;;
D6Z;Taux de sortie;2011;5.51;;;
E0Z;Taux de sortie;2011;83.78;;;
E1Z;Taux de sortie;2011;31.45;;;
E2Z;Taux de sortie;2011;10.69;;;
Ensemble;Taux de sortie;2011;53.34;;;
F0Z;Taux de sortie;2011;27.43;;;
F1Z;Taux de sortie;2011;14.33;;;
F2Z;Taux de sortie;2011;14.55;;;
F3Z;Taux de sortie;2011;8.35;;;
F4Z;Taux de sortie;2011;28.12;;;
F5Z;Taux de sortie;2011;11.94;;;
