"Fap3","rep_sousempl","annee","effectif","pourcentage","part"
"S1Z",1,"2006-2008",35.72,0.109268889568675,10.9268889568675
"S2Z",1,"2006-2008",63.54,0.179496595949038,17.9496595949038
"S3Z",1,"2006-2008",1.69,0.00807878005640805,0.807878005640805
"T0Z",1,"2006-2008",16.64,0.0793363211595308,7.93363211595308
"T1Z",1,"2006-2008",64.87,0.266658445348789,26.6658445348789
"T2A",1,"2006-2008",137.17,0.288226765564918,28.8226765564918
"T2B",1,"2006-2008",54.73,0.131904945531669,13.1904945531669
"T2Z",1,"2006-2008",191.89,0.21540827552143,21.540827552143
"T3Z",1,"2006-2008",12.06,0.0582074424441334,5.82074424441334
"T4Z",1,"2006-2008",214.11,0.168377096751362,16.8377096751362
"T6Z",1,"2006-2008",7.62,0.0604857913954596,6.04857913954596
"U0Z",1,"2006-2008",7.79,0.0495610128515078,4.95610128515078
"U1Z",1,"2006-2008",42.92,0.125574182977852,12.5574182977852
"V0Z",1,"2006-2008",24.13,0.0482522796352584,4.82522796352584
"V1Z",1,"2006-2008",9.32,0.0190858453473132,1.90858453473132
"V2Z",1,"2006-2008",8.61,0.0248155406963339,2.48155406963339
"V3Z",1,"2006-2008",17.74,0.050088940339385,5.0088940339385
"V4Z",1,"2006-2008",12.75,0.0429698031814505,4.29698031814505
"V5Z",1,"2006-2008",67.53,0.220232853928187,22.0232853928187
"W0Z",1,"2006-2008",25.45,0.0240605057905932,2.40605057905932
"W1Z",1,"2006-2008",18.35,0.136817775126752,13.6817775126752
"X0Z",1,"2006-2008",0.03,0.00118203309692671,0.118203309692671
"ZZZ",1,"2006-2008",0,0,0
"A0Z",1,"2007-2009",24.02,0.0446551403606618,4.46551403606618
"A1Z",1,"2007-2009",23.26,0.0730940858525548,7.30940858525549
"A2Z",1,"2007-2009",1.52,0.0257321821567632,2.57321821567632
"A3Z",1,"2007-2009",2.02,0.0710267229254571,7.10267229254571
"B0Z",1,"2007-2009",6.54,0.029812645302457,2.9812645302457
"B1Z",1,"2007-2009",1.95,0.017379679144385,1.7379679144385
"B2Z",1,"2007-2009",9.58,0.0243406677168555,2.43406677168555
"B3Z",1,"2007-2009",4.92,0.0351052443810203,3.51052443810203
"B4Z",1,"2007-2009",7.15,0.0128433115984983,1.28433115984983
"B5Z",1,"2007-2009",1.69,0.0205271468480505,2.05271468480505
"B6Z",1,"2007-2009",5,0.0184788232685343,1.84788232685343
"B7Z",1,"2007-2009",0.48,0.00390434358223524,0.390434358223524
"C0Z",1,"2007-2009",1.4,0.0325581395348837,3.25581395348837
"C1Z",1,"2007-2009",1.73,0.0230451578526708,2.30451578526708
"C2Z",1,"2007-2009",1.23,0.00894480401425351,0.894480401425351
"D0Z",1,"2007-2009",1.7,0.0325545767905017,3.25545767905017
"D1Z",1,"2007-2009",3.69,0.0278238576383653,2.78238576383653
"D2Z",1,"2007-2009",3.05,0.0178948603614175,1.78948603614175
"D3Z",1,"2007-2009",5.98,0.0328950987403048,3.28950987403048
"D4Z",1,"2007-2009",6.47,0.0403693766768578,4.03693766768578
"D6Z",1,"2007-2009",2.99,0.0118013893274392,1.18013893274392
"E0Z",1,"2007-2009",7.04,0.0293639207507821,2.93639207507821
"E1Z",1,"2007-2009",5.24,0.0167578112507595,1.67578112507595
"E2Z",1,"2007-2009",2.12,0.0101962293189688,1.01962293189688
"ENS",1,"2007-2009",1510.3,0.058697333493974,5.8697333493974
"F0Z",1,"2007-2009",1.8,0.0562675836198812,5.62675836198812
"F1Z",1,"2007-2009",3.57,0.047848813831926,4.7848813831926
"F2Z",1,"2007-2009",0.56,0.0175054704595186,1.75054704595186
"F3Z",1,"2007-2009",1.27,0.0154859163516644,1.54859163516644
"F4Z",1,"2007-2009",1.47,0.0178484701311316,1.78484701311316
"F5Z",1,"2007-2009",0.29,0.00680911011974642,0.680911011974642
"G0A",1,"2007-2009",5.69,0.0230392355346803,2.30392355346803
"G0B",1,"2007-2009",1.36,0.0065824500266202,0.65824500266202
"G1Z",1,"2007-2009",4.42,0.0110370314880016,1.10370314880016
"H0Z",1,"2007-2009",1.12,0.00494612259318142,0.494612259318142
"J0Z",1,"2007-2009",22.15,0.0631144037612195,6.31144037612195
"J1Z",1,"2007-2009",10.6,0.0230600213196424,2.30600213196423
"J3Z",1,"2007-2009",35.01,0.0451648691882966,4.51648691882966
"J4Z",1,"2007-2009",1.26,0.0136986301369863,1.36986301369863
"J5Z",1,"2007-2009",5.22,0.0277718663545435,2.77718663545435
"J6Z",1,"2007-2009",0.41,0.00514945993468978,0.514945993468978
"K0Z",1,"2007-2009",6.98,0.058655462184874,5.8655462184874
"L0Z",1,"2007-2009",42.77,0.08848660391021,8.848660391021
"L1Z",1,"2007-2009",16.33,0.0440958064429023,4.40958064429023
"L2Z",1,"2007-2009",32.26,0.0760096131190802,7.60096131190801
"L3Z",1,"2007-2009",6.7,0.0408561497652296,4.08561497652296
"L4Z",1,"2007-2009",9.39,0.0273179530445408,2.73179530445408
"L5Z",1,"2007-2009",7.99,0.0140802875973637,1.40802875973637
"L6Z",1,"2007-2009",1.02,0.00594197832925551,0.594197832925551
"M0Z",1,"2007-2009",0.91,0.027803238619004,2.7803238619004
"M1Z",1,"2007-2009",2.01,0.0121825565185769,1.21825565185769
"M2Z",1,"2007-2009",1.48,0.00470139771283355,0.470139771283354
"N0Z",1,"2007-2009",2.65,0.00753054845126456,0.753054845126456
"P0Z",1,"2007-2009",51.05,0.0551426904880209,5.51426904880209
"P1Z",1,"2007-2009",6.84,0.0163292589763178,1.63292589763178
"P2Z",1,"2007-2009",2.59,0.0062089466366208,0.62089466366208
"P3Z",1,"2007-2009",0.89,0.0120465619924201,1.20465619924201
"P4Z",1,"2007-2009",1.52,0.00359363548242192,0.359363548242192
"Q0Z",1,"2007-2009",3.34,0.0112959956709957,1.12959956709957
"Q1Z",1,"2007-2009",1.91,0.00923865725065299,0.923865725065299
"Q2Z",1,"2007-2009",1.06,0.00403886454562774,0.403886454562774
"R0Z",1,"2007-2009",62.44,0.200829822135023,20.0829822135023
"R1Z",1,"2007-2009",99.98,0.1169685057794,11.69685057794
"R2Z",1,"2007-2009",15.11,0.0288182789136405,2.88182789136405
"R3Z",1,"2007-2009",12.47,0.0218561037595303,2.18561037595303
"R4Z",1,"2007-2009",2.99,0.00577588038711921,0.577588038711921
"S0Z",1,"2007-2009",4.07,0.0155735823065738,1.55735823065738
"S1Z",1,"2007-2009",34.53,0.105088562907055,10.5088562907055
"S2Z",1,"2007-2009",64.75,0.184688667674492,18.4688667674492
"S3Z",1,"2007-2009",1.99,0.00969407638347623,0.969407638347623
"T0Z",1,"2007-2009",18.48,0.0861699151356897,8.61699151356897
"T1Z",1,"2007-2009",69.86,0.282948562170919,28.2948562170919
"T2A",1,"2007-2009",145.53,0.285649792922056,28.5649792922056
"T2B",1,"2007-2009",55.25,0.131679298345965,13.1679298345965
"T2Z",1,"2007-2009",200.78,0.21611556014811,21.611556014811
"T3Z",1,"2007-2009",13.13,0.0626520971513098,6.26520971513098
"T4Z",1,"2007-2009",225,0.176304654442877,17.6304654442877
"T6Z",1,"2007-2009",8.76,0.0663988478738725,6.63988478738725
"U0Z",1,"2007-2009",8.77,0.0587525959670396,5.87525959670396
"U1Z",1,"2007-2009",46.61,0.133144799611506,13.3144799611506
"V0Z",1,"2007-2009",24.51,0.0481144853850533,4.81144853850533
"V1Z",1,"2007-2009",9.93,0.0195537876848552,1.95537876848552
"V2Z",1,"2007-2009",8.66,0.024041531328947,2.4041531328947
"V3Z",1,"2007-2009",19.97,0.0560231161981709,5.60231161981709
"V4Z",1,"2007-2009",16.27,0.0550294256916729,5.50294256916729
"V5Z",1,"2007-2009",67.91,0.211445651835477,21.1445651835477
"W0Z",1,"2007-2009",26.86,0.0254800030355923,2.54800030355923
"W1Z",1,"2007-2009",19.68,0.139941690962099,13.9941690962099
"X0Z",1,"2007-2009",0.13,0.00530179445350734,0.530179445350734
"ZZZ",1,"2007-2009",0,0,0
"A0Z",1,"2008-2010",23.23,0.0442391925347553,4.42391925347553
"A1Z",1,"2008-2010",25.82,0.0823657011611586,8.23657011611586
"A2Z",1,"2008-2010",1.25,0.0203053931124107,2.03053931124107
"A3Z",1,"2008-2010",2.61,0.0810810810810811,8.10810810810811
"B0Z",1,"2008-2010",9.43,0.0425196140319235,4.25196140319235
"B1Z",1,"2008-2010",2.89,0.0253153468815697,2.53153468815697
"B2Z",1,"2008-2010",14.12,0.0353486043309551,3.53486043309551
"B3Z",1,"2008-2010",6.13,0.0444653996808356,4.44653996808356
"B4Z",1,"2008-2010",10.54,0.0197326543602801,1.97326543602801
"B5Z",1,"2008-2010",2.12,0.0269445856634469,2.69445856634469
"B6Z",1,"2008-2010",6.42,0.0225619399051133,2.25619399051133
"B7Z",1,"2008-2010",0.99,0.00723261250730567,0.723261250730567
"C0Z",1,"2008-2010",0.94,0.0241087458322647,2.41087458322647
"C1Z",1,"2008-2010",2.15,0.0308022922636103,3.08022922636103
"C2Z",1,"2008-2010",1.57,0.0110252808988764,1.10252808988764
"D0Z",1,"2008-2010",1.79,0.0401165396683102,4.01165396683102
"D1Z",1,"2008-2010",4.24,0.0356992506525217,3.56992506525217
"D2Z",1,"2008-2010",3.8,0.023298589822195,2.3298589822195
"D3Z",1,"2008-2010",5.97,0.0356014073588169,3.56014073588169
"D4Z",1,"2008-2010",8.21,0.052273016681523,5.2273016681523
"D6Z",1,"2008-2010",3.93,0.0168293936279548,1.68293936279548
"E0Z",1,"2008-2010",7.9,0.0338924878802179,3.38924878802179
"E1Z",1,"2008-2010",7.91,0.0255029662109879,2.55029662109879
"E2Z",1,"2008-2010",2.06,0.00951720951720952,0.951720951720952
"ENS",1,"2008-2010",1618.2,0.0627739718056342,6.27739718056342
"F0Z",1,"2008-2010",2.14,0.0793474230626622,7.93474230626622
"F1Z",1,"2008-2010",4.33,0.0568316051975325,5.68316051975325
"F2Z",1,"2008-2010",0.56,0.0161012075905693,1.61012075905693
"F3Z",1,"2008-2010",1.42,0.0148426884080694,1.48426884080694
"F4Z",1,"2008-2010",1.61,0.0207047325102881,2.07047325102881
"F5Z",1,"2008-2010",0.19,0.00511027434104357,0.511027434104357
"G0A",1,"2008-2010",6.31,0.0266830175913396,2.66830175913396
"G0B",1,"2008-2010",2.06,0.0106537029375259,1.06537029375259
"G1Z",1,"2008-2010",4.53,0.0108847133451872,1.08847133451872
"H0Z",1,"2008-2010",1.29,0.00549052989997872,0.549052989997872
"J0Z",1,"2008-2010",24.82,0.0730128846266988,7.30128846266988
"J1Z",1,"2008-2010",10.75,0.0238459661498192,2.38459661498192
"J3Z",1,"2008-2010",42.02,0.0546296055539666,5.46296055539666
"J4Z",1,"2008-2010",1.49,0.0157040472175379,1.57040472175379
"J5Z",1,"2008-2010",4.91,0.0272990103413766,2.72990103413766
"J6Z",1,"2008-2010",0.84,0.0098314606741573,0.98314606741573
"K0Z",1,"2008-2010",8.33,0.0671016594167875,6.71016594167875
"L0Z",1,"2008-2010",40.85,0.0868945565931378,8.68945565931378
"L1Z",1,"2008-2010",17.13,0.0465716926757653,4.65716926757653
"L2Z",1,"2008-2010",35.68,0.0842761650565699,8.42761650565699
"L3Z",1,"2008-2010",7.12,0.0431986409416333,4.31986409416333
"L4Z",1,"2008-2010",9.11,0.0257337363351318,2.57337363351318
"L5Z",1,"2008-2010",9.11,0.0156505007816661,1.56505007816661
"L6Z",1,"2008-2010",1.08,0.00619905866146252,0.619905866146252
"M0Z",1,"2008-2010",1.18,0.0324175824175824,3.24175824175824
"M1Z",1,"2008-2010",2.22,0.0130243473159284,1.30243473159284
"M2Z",1,"2008-2010",1.52,0.00469831849653808,0.469831849653808
"N0Z",1,"2008-2010",3.61,0.0100736689362652,1.00736689362652
"P0Z",1,"2008-2010",52.04,0.0579619749841284,5.79619749841284
"P1Z",1,"2008-2010",7.32,0.0177359953479356,1.77359953479356
"P2Z",1,"2008-2010",3.44,0.00807928977406172,0.807928977406172
"P3Z",1,"2008-2010",1.35,0.0171974522292994,1.71974522292994
"P4Z",1,"2008-2010",1.35,0.00343905235001911,0.343905235001911
"Q0Z",1,"2008-2010",3.47,0.0120498663055179,1.20498663055179
"Q1Z",1,"2008-2010",2.05,0.00976748618258052,0.976748618258052
"Q2Z",1,"2008-2010",0.66,0.00243084969246068,0.243084969246068
"R0Z",1,"2008-2010",59.32,0.19588548030248,19.588548030248
"R1Z",1,"2008-2010",103.09,0.120629534285046,12.0629534285046
"R2Z",1,"2008-2010",17.21,0.0318055812234337,3.18055812234337
"R3Z",1,"2008-2010",15.73,0.027333229074354,2.7333229074354
"R4Z",1,"2008-2010",3.01,0.005820474146266,0.5820474146266
"S0Z",1,"2008-2010",4.1,0.0163868904876099,1.63868904876099
"S1Z",1,"2008-2010",36.2,0.108878729547642,10.8878729547642
"S2Z",1,"2008-2010",67.08,0.186302282952841,18.6302282952841
"S3Z",1,"2008-2010",3.32,0.0155831964327623,1.55831964327623
"T0Z",1,"2008-2010",22.05,0.0983584619502186,9.83584619502186
"T1Z",1,"2008-2010",76.59,0.302607664954563,30.2607664954563
"T2A",1,"2008-2010",155.16,0.288685880142147,28.8685880142147
"T2B",1,"2008-2010",58.49,0.134496872700515,13.4496872700515
"T2Z",1,"2008-2010",213.64,0.219717382808483,21.9717382808483
"T3Z",1,"2008-2010",13.8,0.0669123351435221,6.69123351435221
"T4Z",1,"2008-2010",230.81,0.182500336045418,18.2500336045418
"T6Z",1,"2008-2010",9.91,0.0728034087569791,7.28034087569791
"U0Z",1,"2008-2010",11.1,0.0740493662441628,7.40493662441628
"U1Z",1,"2008-2010",49.73,0.138798180245053,13.8798180245053
"V0Z",1,"2008-2010",26.76,0.0505334718156926,5.05334718156926
"V1Z",1,"2008-2010",9.37,0.0177294228949858,1.77294228949858
"V2Z",1,"2008-2010",8.14,0.022515420573673,2.2515420573673
"V3Z",1,"2008-2010",22.72,0.0629554711962094,6.29554711962094
"V4Z",1,"2008-2010",17.12,0.0571352289413963,5.71352289413963
"V5Z",1,"2008-2010",74.53,0.217256959626877,21.7256959626877
"W0Z",1,"2008-2010",29.05,0.0276285130058491,2.76285130058491
"W1Z",1,"2008-2010",19.54,0.139253135689852,13.9253135689852
"X0Z",1,"2008-2010",0.31,0.0130801687763713,1.30801687763713
"ZZZ",1,"2008-2010",0.05,0.00307125307125307,0.307125307125307
"A0Z",1,"2009-2011",21.67,0.0403846512234667,4.03846512234667
"A1Z",1,"2009-2011",28.51,0.0894066733567486,8.94066733567486
"A2Z",1,"2009-2011",0.95,0.0156843321776457,1.56843321776457
"A3Z",1,"2009-2011",2.36,0.0698638247483718,6.98638247483718
"B0Z",1,"2009-2011",10.27,0.0477829991159913,4.77829991159912
"B1Z",1,"2009-2011",3.05,0.0278869891195026,2.78869891195026
"B2Z",1,"2009-2011",14.57,0.0370003555284677,3.70003555284677
"B3Z",1,"2009-2011",6.41,0.0484431680773882,4.84431680773882
"B4Z",1,"2009-2011",12.89,0.0246434443467289,2.46434443467289
"B5Z",1,"2009-2011",2.27,0.0289651652418017,2.89651652418017
"B6Z",1,"2009-2011",6.55,0.022882096069869,2.2882096069869
"B7Z",1,"2009-2011",1.07,0.00724834033328817,0.724834033328817
"C0Z",1,"2009-2011",1.06,0.0309128025663459,3.09128025663459
"C1Z",1,"2009-2011",2.16,0.0346431435445068,3.46431435445068
"C2Z",1,"2009-2011",1.66,0.0119056157211504,1.19056157211504
"D0Z",1,"2009-2011",1.74,0.0411834319526627,4.11834319526627
"D1Z",1,"2009-2011",4.02,0.0383661004008398,3.83661004008398
"D2Z",1,"2009-2011",3.82,0.0251630327382913,2.51630327382913
"D3Z",1,"2009-2011",5.87,0.036461892042984,3.6461892042984
"D4Z",1,"2009-2011",7.91,0.0516757039263082,5.16757039263082
"D6Z",1,"2009-2011",3.87,0.0173472589537855,1.73472589537855
"E0Z",1,"2009-2011",8.08,0.0360939873134995,3.60939873134995
"E1Z",1,"2009-2011",10.01,0.031953267149743,3.1953267149743
"E2Z",1,"2009-2011",1.93,0.00877871275869911,0.877871275869911
"ENS",1,"2009-2011",1640.7,0.0637866081946372,6.37866081946372
"F0Z",1,"2009-2011",1.91,0.0820799312419424,8.20799312419424
"F1Z",1,"2009-2011",3.83,0.0549182678520218,5.49182678520218
"F2Z",1,"2009-2011",0.66,0.0182876142975894,1.82876142975894
"F3Z",1,"2009-2011",1.8,0.0176108012914588,1.76108012914588
"F4Z",1,"2009-2011",1.77,0.026568598018613,2.6568598018613
"F5Z",1,"2009-2011",0.22,0.00674432863274065,0.674432863274065
"G0A",1,"2009-2011",6.06,0.0272445263678461,2.72445263678461
"G0B",1,"2009-2011",1.81,0.00980126712514215,0.980126712514215
"G1Z",1,"2009-2011",4.16,0.00976571670031457,0.976571670031457
"H0Z",1,"2009-2011",1.41,0.00584480185707179,0.58448018570718
"J0Z",1,"2009-2011",25.56,0.0756727950972555,7.56727950972555
"J1Z",1,"2009-2011",9.88,0.0225257062082488,2.25257062082488
"J3Z",1,"2009-2011",44.97,0.0590700118218836,5.90700118218836
"J4Z",1,"2009-2011",1.31,0.0137952822240944,1.37952822240944
"J5Z",1,"2009-2011",5.83,0.0326080877006544,3.26080877006544
"J6Z",1,"2009-2011",0.72,0.00830162573503978,0.830162573503978
"K0Z",1,"2009-2011",9.7,0.0735461369322921,7.35461369322921
"L0Z",1,"2009-2011",38.24,0.0854735242182436,8.54735242182436
"L1Z",1,"2009-2011",17.74,0.0503848447840041,5.03848447840041
"L2Z",1,"2009-2011",36.49,0.0897508424133606,8.97508424133606
"L3Z",1,"2009-2011",6.69,0.0412453760789149,4.12453760789149
"L4Z",1,"2009-2011",7.69,0.021183989421779,2.1183989421779
"L5Z",1,"2009-2011",10.23,0.0167765423595395,1.67765423595395
"L6Z",1,"2009-2011",0.72,0.00419091967403958,0.419091967403958
"M0Z",1,"2009-2011",1.49,0.0382345393892738,3.82345393892738
"M1Z",1,"2009-2011",2.28,0.0138315942732347,1.38315942732347
"M2Z",1,"2009-2011",1.8,0.00523255813953488,0.523255813953488
"N0Z",1,"2009-2011",3.96,0.0111348554718254,1.11348554718254
"P0Z",1,"2009-2011",47.91,0.0567741476767749,5.67741476767749
"P1Z",1,"2009-2011",7.04,0.017202199144777,1.7202199144777
"P2Z",1,"2009-2011",3.61,0.00802471880140488,0.802471880140488
"P3Z",1,"2009-2011",1.43,0.0170319199618866,1.70319199618866
"P4Z",1,"2009-2011",1.05,0.00270534886117696,0.270534886117696
"Q0Z",1,"2009-2011",4.08,0.0144691112844883,1.44691112844883
"Q1Z",1,"2009-2011",2.37,0.0116404715127701,1.16404715127701
"Q2Z",1,"2009-2011",0.45,0.00160846409550702,0.160846409550702
"R0Z",1,"2009-2011",54.28,0.183279308481902,18.3279308481902
"R1Z",1,"2009-2011",99.72,0.117584633343946,11.7584633343946
"R2Z",1,"2009-2011",19.2,0.0359046283309958,3.59046283309958
"R3Z",1,"2009-2011",18.37,0.0312016985138004,3.12016985138004
"R4Z",1,"2009-2011",2.73,0.00524777978547538,0.524777978547538
"S0Z",1,"2009-2011",4.09,0.0161999445478671,1.61999445478671
"S1Z",1,"2009-2011",36.55,0.104679802955665,10.4679802955665
"S2Z",1,"2009-2011",63.48,0.169650970121332,16.9650970121332
"S3Z",1,"2009-2011",3.89,0.0181911709689488,1.81911709689488
"T0Z",1,"2009-2011",24.31,0.10504256146567,10.504256146567
"T1Z",1,"2009-2011",75.91,0.305141295172247,30.5141295172247
"T2A",1,"2009-2011",158.27,0.288798058500447,28.8798058500447
"T2B",1,"2009-2011",63.5,0.142610101736025,14.2610101736025
"T2Z",1,"2009-2011",221.76,0.223258061593291,22.3258061593291
"T3Z",1,"2009-2011",11.2,0.0570032573289902,5.70032573289902
"T4Z",1,"2009-2011",233.36,0.186888344305095,18.6888344305095
"T6Z",1,"2009-2011",10.57,0.0760158216468896,7.60158216468896
"U0Z",1,"2009-2011",10.64,0.0668257756563246,6.68257756563246
"U1Z",1,"2009-2011",50.33,0.135803135371415,13.5803135371415
"V0Z",1,"2009-2011",29.4,0.0534166681807446,5.34166681807446
"V1Z",1,"2009-2011",9.96,0.0185102586975914,1.85102586975914
"V2Z",1,"2009-2011",7.96,0.0218591239873678,2.18591239873678
"V3Z",1,"2009-2011",26.81,0.0705043917319729,7.05043917319729
"V4Z",1,"2009-2011",17.28,0.055695223361052,5.5695223361052
"V5Z",1,"2009-2011",78.52,0.219525833146947,21.9525833146947
"W0Z",1,"2009-2011",28.75,0.027981896929291,2.7981896929291
"W1Z",1,"2009-2011",21.51,0.158733672791676,15.8733672791676
"X0Z",1,"2009-2011",0.56,0.0213740458015267,2.13740458015267
"ZZZ",1,"2009-2011",0.05,0.00456204379562044,0.456204379562044
"A0Z",1,"2010-2012",22.51,0.0419939182508442,4.19939182508442
"A1Z",1,"2010-2012",28.84,0.0903905221588416,9.03905221588416
"A2Z",1,"2010-2012",0.98,0.0160209252901749,1.60209252901749
"A3Z",1,"2010-2012",1.87,0.0537665324899368,5.37665324899368
"B0Z",1,"2010-2012",10.54,0.0503150658774107,5.03150658774107
"B1Z",1,"2010-2012",2.87,0.0267998879447194,2.67998879447194
"B2Z",1,"2010-2012",13.58,0.0345564659779124,3.45564659779124
"B3Z",1,"2010-2012",7.71,0.0569297792217382,5.69297792217382
"B4Z",1,"2010-2012",15.11,0.0285865637474696,2.85865637474696
"B5Z",1,"2010-2012",2.33,0.0303741363577109,3.03741363577109
"B6Z",1,"2010-2012",5.6,0.0194505227327984,1.94505227327984
"B7Z",1,"2010-2012",0.88,0.00574562548968399,0.574562548968399
"C0Z",1,"2010-2012",0.51,0.0151470151470151,1.51470151470152
"C1Z",1,"2010-2012",1.15,0.0194027332545976,1.94027332545976
"C2Z",1,"2010-2012",1.01,0.0072892609699769,0.728926096997691
"D0Z",1,"2010-2012",0.8,0.0182523385808807,1.82523385808807
"D1Z",1,"2010-2012",1.38,0.0135267594589296,1.35267594589296
"D2Z",1,"2010-2012",2.46,0.0164339635246175,1.64339635246175
"D3Z",1,"2010-2012",3.88,0.023736693992414,2.3736693992414
"D4Z",1,"2010-2012",4.68,0.0317891590816465,3.17891590816465
"D6Z",1,"2010-2012",2.07,0.00924478585145817,0.924478585145817
"E0Z",1,"2010-2012",7.61,0.034829969334981,3.4829969334981
"E1Z",1,"2010-2012",10.36,0.0330188679245283,3.30188679245283
"E2Z",1,"2010-2012",0.76,0.00339528234453181,0.339528234453181
"ENS",1,"2010-2012",1618,0.0627886219876596,6.27886219876596
"F0Z",1,"2010-2012",0.96,0.0468978993649243,4.68978993649243
"F1Z",1,"2010-2012",3.17,0.0484413202933985,4.84413202933985
"F2Z",1,"2010-2012",0.55,0.0159051474840949,1.59051474840949
"F3Z",1,"2010-2012",1.23,0.0125856952829223,1.25856952829223
"F4Z",1,"2010-2012",1.49,0.0253789814341679,2.53789814341679
"F5Z",1,"2010-2012",0.3,0.0098135426889107,0.98135426889107
"G0A",1,"2010-2012",5.01,0.0240437682967798,2.40437682967798
"G0B",1,"2010-2012",2.06,0.0110497237569061,1.10497237569061
"G1Z",1,"2010-2012",3.22,0.00746095741229899,0.746095741229899
"H0Z",1,"2010-2012",1.13,0.00452072331573052,0.452072331573052
"J0Z",1,"2010-2012",22.5,0.0657375755982119,6.57375755982119
"J1Z",1,"2010-2012",7.91,0.0180717386337674,1.80717386337674
"J3Z",1,"2010-2012",43.53,0.0576182345232895,5.76182345232895
"J4Z",1,"2010-2012",1.13,0.0114685882472343,1.14685882472343
"J5Z",1,"2010-2012",5.85,0.0315704263356719,3.15704263356719
"J6Z",1,"2010-2012",0.62,0.00704385366962054,0.704385366962054
"K0Z",1,"2010-2012",8.13,0.0642789373814042,6.42789373814042
"L0Z",1,"2010-2012",32.23,0.0746444948816527,7.46444948816527
"L1Z",1,"2010-2012",16.81,0.0508069878498459,5.08069878498458
"L2Z",1,"2010-2012",35.15,0.0899022967926748,8.99022967926748
