fap,Tension ,Année
A0Z40,-0.4791055290320578,2011
A0Z41,-0.04639498512603697,2011
A0Z42,0.3583341842731398,2011
A0Z43,0.3846373759508719,2011
A1Z40,-0.2211835519003288,2011
A1Z41,-0.6583854885049503,2011
A1Z42,-0.1751032408979552,2011
A2Z70,-0.1710911798234911,2011
A2Z90,-0.4629693848469664,2011
A3Z40,0.1923098818056426,2011
A3Z41,-0.3269765014038944,2011
A3Z90,-0.4424069908335148,2011
B0Z20,-0.5162998138059088,2011
B0Z21,-0.1809327164864796,2011
B1Z40,-0.00220511295126653,2011
B2Z40,0.3038270206171125,2011
B2Z41,0.8907413378145274,2011
B2Z42,0.9551553315139283,2011
B2Z43,1.059357983926132,2011
B2Z44,1.322849964591262,2011
B3Z20,-0.3960152433338792,2011
B4Z41,0.646806538225445,2011
B4Z42,0.6938451595459885,2011
B4Z43,0.2510047447548194,2011
B4Z44,0.3670347161587244,2011
B5Z40,0.05831135701958762,2011
B6Z70,0.3552151141783981,2011
B6Z71,0.6383247676394349,2011
B6Z72,0.9184230133514689,2011
B6Z73,0.6884278576133686,2011
B7Z90,0.007187790568493856,2011
B7Z91,2.133623803972477,2011
C0Z20,-0.007109826737004311,2011
C1Z40,0.2709641817760106,2011
C2Z70,0.7193825336657251,2011
C2Z71,1.554922477003447,2011
C2Z80,0.7205673750997332,2011
D0Z20,0.3020644620439106,2011
D1Z40,1.47331999802369,2011
D1Z41,0.9957678083937828,2011
D2Z40,1.075688372105175,2011
D2Z41,1.325622047054115,2011
D2Z42,0.3444704336460355,2011
D3Z20,-0.03046947576441775,2011
D4Z40,0.6146320789125899,2011
D4Z41,0.742214478445621,2011
D6Z70,1.871346652317505,2011
D6Z71,0.9764150092487993,2011
D6Z80,1.430319068393255,2011
E0Z20,-0.6488497929444793,2011
E0Z21,-0.2064459684793609,2011
E0Z22,-0.819510015538,2011
E0Z23,-0.4183550219643793,2011
E0Z24,-1.139104389517822,2011
E1Z40,0.7806527396937383,2011
E1Z41,-0.3107440277868056,2011
E1Z42,-0.274959047929595,2011
E1Z43,0.1263097070930567,2011
E1Z44,-0.06596266398898498,2011
E1Z46,-0.8943198851444458,2011
E1Z47,-0.2302124155856085,2011
E2Z70,-0.02930962218243402,2011
E2Z80,0.08253605803730665,2011
F0Z20,-0.1369812736759846,2011
F1Z40,-0.03650616277826099,2011
F1Z41,0.07528842980800377,2011
F2Z20,-0.4284811432235051,2011
F3Z41,0.7030247805721866,2011
F4Z20,-0.4009045340670214,2011
F4Z41,0.2357271925831894,2011
F5Z70,0.1902281607413588,2011
G0A40,0.3634093052464966,2011
G0A41,0.5661743837624256,2011
G0A42,0.5795135837579489,2011
G0A43,-0.2932202114590234,2011
G0B40,0.8368535203437887,2011
G0B41,0.9032922985856007,2011
G1Z70,0.3336607500922278,2011
G1Z71,1.180273497948084,2011
G1Z80,-0.3167513199356445,2011
H0Z90,0.983967954650534,2011
H0Z91,0.3518936359609927,2011
H0Z92,0.6105515338307076,2011
J0Z20,-0.7010389297677299,2011
J1Z40,-0.5760028700270026,2011
J1Z80,-0.1711643642927961,2011
J3Z40,0.1675427149149493,2011
J3Z41,0.3348809360676839,2011
J3Z42,-0.1711239007247848,2011
J3Z43,0.1937446767238485,2011
J3Z44,-1.23262053890133,2011
J4Z40,0.8387635074127823,2011
J4Z60,0.1733808954026668,2011
J4Z80,0.03927595431097589,2011
J5Z60,-0.8668228476420019,2011
J5Z61,-0.4858713768022196,2011
J5Z62,-0.6358749859486701,2011
J5Z80,-0.228257755111923,2011
J6Z90,-0.3698063541322275,2011
J6Z91,-0.1037020513600173,2011
J6Z92,0.5360179864490859,2011
L0Z60,-0.821600311105946,2011
L1Z60,-0.4456614963374354,2011
L2Z60,-0.8197070898337988,2011
L2Z61,-0.9633176656914056,2011
L3Z80,-0.4769802501494274,2011
L4Z80,-0.3157579603795235,2011
L4Z81,0.06366452169331188,2011
L5Z90,0.06088546385500032,2011
L5Z91,-0.4636871712713635,2011
L5Z92,-0.426915242230846,2011
M0Z60,-0.4462536207553235,2011
M1Z80,0.6964915759311173,2011
M1Z81,-0.3728782540033994,2011
M2Z90,1.544785370529439,2011
M2Z91,0.6694728583582723,2011
M2Z92,-0.00800354583967644,2011
N0Z90,0.5682964254389605,2011
N0Z91,-0.6238631551263502,2011
Q0Z60,-0.9928772896061293,2011
Q1Z80,-0.6543725951738185,2011
Q1Z81,0.009447029516860384,2011
Q2Z90,-0.7135771599197787,2011
Q2Z91,-0.2597418173007576,2011
R0Z60,-1.004282940751777,2011
R0Z61,-1.264604486001071,2011
R1Z60,-0.381260410129761,2011
R1Z61,-0.2529114461265024,2011
R1Z62,-0.6089074302509165,2011
R1Z63,-0.1384108202265424,2011
R1Z67,0.5903413031884528,2011
R2Z80,0.4816913846883331,2011
R2Z83,1.226893630459146,2011
R3Z80,0.3669992364456421,2011
R3Z82,-0.2213239150724346,2011
R4Z90,-0.03068711350227241,2011
R4Z91,0.9642255345593703,2011
R4Z92,0.1578017968951469,2011
R4Z93,0.6784741895130485,2011
S0Z20,0.2021845481395606,2011
S0Z40,1.18152367418809,2011
S0Z41,0.8007773597254468,2011
S0Z42,0.5192891413699133,2011
S1Z20,-0.2529549694644514,2011
S1Z40,0.748310103975444,2011
S1Z80,0.7773002947640133,2011
S2Z60,-0.2774906804804823,2011
S2Z61,0.0643927965351067,2011
S2Z80,0.04139121535972268,2011
S2Z81,-0.1978534293479228,2011
S3Z90,0.09847629431829473,2011
T0Z60,0.2480280025121312,2011
T1Z60,0.1630119506201777,2011
T2A60,0.5480347277166767,2011
T2B60,-0.001682093104350191,2011
T3Z60,-0.4398842143695224,2011
T3Z61,0.01299826881703539,2011
T4Z60,-0.7314940801689905,2011
T4Z61,-0.9910933417308005,2011
T4Z62,-0.7472994502103761,2011
T6Z61,-0.6544634623868815,2011
U0Z80,-0.3538652471942924,2011
U0Z81,-0.5392735057191347,2011
U0Z90,-0.4206429713824552,2011
U0Z91,-0.5612205648248123,2011
U0Z92,-0.7260408191179331,2011
U1Z80,-1.083432469815043,2011
U1Z81,-0.1023610726387116,2011
U1Z82,-0.3109777779210886,2011
U1Z91,-1.192822492242715,2011
U1Z92,-1.463423169910496,2011
U1Z93,-0.7165520891055068,2011
V0Z60,0.1549615187235075,2011
V1Z80,0.7957985943815612,2011
V1Z81,-0.3893219968501998,2011
V3Z70,0.08840774881368324,2011
V3Z71,-0.1769588268576176,2011
V3Z80,1.60664383127218,2011
V3Z90,-0.4699461659584752,2011
V4Z80,-0.7513531328013179,2011
V4Z83,-0.3920972843282689,2011
V4Z85,-0.5505190238373601,2011
V5Z81,-0.2870988097455625,2011
V5Z82,0.0713478863965521,2011
V5Z84,-0.3385277480712337,2011
W1Z80,0.1082534528057546,2011
A0Z40,-0.2950779358651311,2012
A0Z41,0.1266229325913888,2012
A0Z42,0.6123820466680199,2012
A0Z43,0.4105862742435925,2012
A1Z40,-0.2405845053266921,2012
A1Z41,-0.5760050172446401,2012
A1Z42,-0.2168702783212239,2012
A2Z70,0.004665758502835002,2012
A2Z90,-0.1081149397687334,2012
A3Z40,0.6922262032397539,2012
A3Z41,0.2543268596171273,2012
A3Z90,0.854400929861736,2012
B0Z20,-0.3353255660038832,2012
B0Z21,0.222193489262483,2012
B1Z40,0.4006526483749169,2012
B2Z40,0.3291943713297207,2012
B2Z41,0.8489880020795479,2012
B2Z42,1.184586824342522,2012
B2Z43,0.9075886461128355,2012
B2Z44,1.209006934664692,2012
B3Z20,0.03327180293939877,2012
B4Z41,0.6714210596192989,2012
B4Z42,0.8078352406225141,2012
B4Z43,0.3657843927168917,2012
B4Z44,0.4762240561607077,2012
B5Z40,0.3669189115240088,2012
B6Z70,0.2606233248009282,2012
B6Z71,0.5114345952654705,2012
B6Z72,1.071533420996389,2012
B6Z73,0.8756183569126544,2012
B7Z90,0.576952946993442,2012
B7Z91,2.004636704303523,2012
C0Z20,-0.2773822883869359,2012
C1Z40,0.5436350793085168,2012
C2Z70,0.5415526483283905,2012
C2Z71,1.784012403946854,2012
C2Z80,1.135362679240311,2012
D0Z20,0.462493095688134,2012
D1Z40,1.726835532692328,2012
D1Z41,1.19069782229286,2012
D2Z40,1.21687922337748,2012
D2Z41,1.392198414761963,2012
D2Z42,0.9288690497533549,2012
D3Z20,0.181625779687095,2012
D4Z40,0.6047526799130969,2012
D4Z41,0.8873772488953485,2012
D6Z70,2.241244227305256,2012
D6Z71,1.566493569677801,2012
D6Z80,0.6000281447484056,2012
E0Z20,-0.773708625942132,2012
E0Z21,-0.08314805898760462,2012
E0Z22,-0.4620098179729628,2012
E0Z23,-0.3331352137606559,2012
E0Z24,-0.5627433184497124,2012
E1Z40,0.4086380576722125,2012
E1Z41,-0.1211817563430973,2012
E1Z42,-0.03858979262536254,2012
E1Z43,-0.002053001160086249,2012
E1Z44,0.9647609224479237,2012
E1Z46,-0.6015446208244782,2012
E1Z47,0.2786104766574354,2012
E2Z70,0.5163597512815858,2012
E2Z80,0.6617512580958258,2012
F0Z20,-0.3187084745731073,2012
F1Z40,0.9013986048703422,2012
F1Z41,0.02853040085716041,2012
F2Z20,0.2929511356730682,2012
F3Z41,0.90093253819663,2012
F4Z20,0.08300767818844362,2012
F4Z41,0.7460511739343898,2012
F5Z70,0.422164277506739,2012
G0A40,0.7747661366185985,2012
G0A41,0.6877350594389608,2012
G0A42,0.03617455953011151,2012
G0A43,-0.2905980743147993,2012
G0B40,1.3178968824136,2012
G0B41,0.9431784518438933,2012
G1Z70,0.9266878727694957,2012
G1Z71,0.6373632811797294,2012
G1Z80,-0.2072903339431875,2012
H0Z90,0.6764941456651027,2012
H0Z91,0.4168187868088099,2012
H0Z92,0.5319383309095715,2012
J0Z20,-0.8161542458870472,2012
J1Z40,-0.4393383662192458,2012
J1Z80,0.2576100376925243,2012
J3Z40,0.5496581386567239,2012
J3Z41,0.4691029062656544,2012
J3Z42,-0.4280601805807442,2012
J3Z43,0.3680938002909475,2012
J3Z44,-0.927518295375712,2012
J4Z40,0.380198800345833,2012
J4Z60,0.4483141360814258,2012
J4Z80,0.1336578074920708,2012
J5Z60,-0.6232336117289955,2012
J5Z61,-0.07260081532869753,2012
J5Z62,-0.4935993563907696,2012
J5Z80,0.2290148543382995,2012
J6Z90,0.4870150733452101,2012
J6Z91,-1.459826507501217,2012
J6Z92,0.8113292226155477,2012
L0Z60,-0.6380015837627939,2012
L1Z60,-0.1962067432604463,2012
L2Z60,-0.8341522937169845,2012
L2Z61,-1.044806505857392,2012
L3Z80,-0.062967678233038,2012
L4Z80,-0.1147614924960203,2012
L4Z81,0.1570789051978279,2012
L5Z90,0.1840683490141713,2012
L5Z91,-0.1817938096701849,2012
L5Z92,-0.2635142630279588,2012
M0Z60,-0.01028970263225305,2012
M1Z80,1.147683468571045,2012
M1Z81,-0.08510245177918148,2012
M2Z90,1.800352414132758,2012
M2Z91,1.042601809584013,2012
M2Z92,0.1791258166600808,2012
N0Z90,0.6950468051173209,2012
N0Z91,-0.4054003674041131,2012
Q0Z60,-0.8152985123356207,2012
Q1Z80,-0.9365070839284773,2012
Q1Z81,0.3471800348624379,2012
Q2Z90,-0.7354385718229043,2012
Q2Z91,-0.1956372910474686,2012
R0Z60,-0.8103371885052317,2012
R0Z61,-1.090393447450046,2012
R1Z60,-0.06563438566065692,2012
R1Z61,-0.2414096524451179,2012
R1Z62,-0.5841135982533543,2012
R1Z63,0.5185195086728278,2012
R1Z67,0.4203835870528762,2012
R2Z80,0.3200018293550072,2012
R2Z83,1.338721913160448,2012
R3Z80,0.04775782746565843,2012
R3Z82,-0.06109328846739141,2012
R4Z90,-0.03182976178007389,2012
R4Z91,1.274180713856543,2012
R4Z92,-0.1859776913756427,2012
R4Z93,0.9258068931537194,2012
S0Z20,0.5234675354571583,2012
S0Z40,1.293974755865506,2012
S0Z41,1.269143324631501,2012
S0Z42,0.6918346887125921,2012
S1Z20,-0.2526088785265988,2012
S1Z40,0.8068729951157617,2012
S1Z80,0.9509755160415948,2012
S2Z60,0.3020017674306667,2012
S2Z61,0.2535013552299777,2012
S2Z80,0.3569362748768248,2012
S2Z81,0.494472410986979,2012
S3Z90,0.1661056061535421,2012
T0Z60,0.6196392236991319,2012
T1Z60,0.3258123456495943,2012
T2A60,0.7260385151896681,2012
T2B60,0.02143529811337036,2012
T3Z60,-0.4517769331134393,2012
T3Z61,0.0764732243557775,2012
T4Z60,-0.5422586819845046,2012
T4Z61,-1.054395646648924,2012
T4Z62,-0.7003928591627278,2012
T6Z61,-0.4916542661793384,2012
U0Z80,-0.0491458604484622,2012
U0Z81,0.2892408536682904,2012
U0Z90,-0.3281584711302423,2012
U0Z91,-0.190860471402591,2012
U0Z92,-0.4013972230781288,2012
U1Z80,-0.8765013383727173,2012
U1Z81,0.2633302385102822,2012
U1Z82,-0.06890404027165489,2012
U1Z91,-0.8482781028783117,2012
U1Z92,-0.08873413321160756,2012
U1Z93,-0.5149301297031892,2012
V0Z60,0.113569688624051,2012
V1Z80,0.7895507660296054,2012
V1Z81,0.04053142627529158,2012
V3Z70,0.09522240112513913,2012
V3Z71,0.3474936046700595,2012
V3Z80,1.745911917164288,2012
V3Z90,-0.1111481088509934,2012
V4Z80,-0.3282086151368738,2012
V4Z83,-0.4667721503111038,2012
V4Z85,-0.1813002082182858,2012
V5Z81,-0.09330955014468707,2012
V5Z82,0.2215197346069632,2012
V5Z84,-0.1224340871516816,2012
W1Z80,0.3984162165518794,2012
A0Z40,-0.431239111612418,2013
A0Z41,-0.0440177680503225,2013
A0Z42,0.35127930851215,2013
A0Z43,0.6287383055836108,2013
A1Z40,-0.3290257370813411,2013
A1Z41,-0.6245366441425821,2013
A1Z42,-0.4449883462048725,2013
A2Z70,0.07285283276621735,2013
A2Z90,-0.3431428947870309,2013
A3Z40,-0.08597608799365203,2013
A3Z41,0.08407450770957087,2013
A3Z90,0.4168095180261044,2013
B0Z20,-0.4545784807125528,2013
B0Z21,0.130996704806808,2013
B1Z40,-0.3109492611213764,2013
B2Z40,0.11869966842539,2013
B2Z41,0.6514155023795756,2013
B2Z42,1.007383082449389,2013
B2Z43,0.8117012539442455,2013
B2Z44,1.187280401792246,2013
B3Z20,-0.004443326841776174,2013
B4Z41,0.7904123101036455,2013
B4Z42,0.7770099250822586,2013
B4Z43,0.3167791834055018,2013
B4Z44,0.4940287114872289,2013
B5Z40,0.4975956948893493,2013
B6Z70,0.9600462449531496,2013
B6Z71,0.424217248279615,2013
B6Z72,1.061869876448792,2013
B6Z73,0.7852573604084935,2013
B7Z90,0.205898334240185,2013
B7Z91,1.172969666763139,2013
C0Z20,-0.5318752904728232,2013
C1Z40,-0.06971371483625063,2013
C2Z70,0.4451895968863261,2013
C2Z71,1.565542779181389,2013
C2Z80,0.4041901609091415,2013
D0Z20,0.5835851087412485,2013
D1Z40,1.44773808094071,2013
D1Z41,1.245966889038426,2013
D2Z40,1.15677267563827,2013
D2Z41,1.336623222489488,2013
D2Z42,0.2114328504045875,2013
D3Z20,0.3699388409009541,2013
D4Z40,0.6275691860167467,2013
D4Z41,0.6879955887901904,2013
D6Z70,2.2953437725706,2013
D6Z71,1.517078487253633,2013
D6Z80,1.117904377540831,2013
E0Z20,-0.623890954329309,2013
E0Z21,-0.1048866337412753,2013
E0Z22,-0.5196982693850818,2013
E0Z23,0.4359018218057903,2013
E0Z24,-0.7884999689536961,2013
E1Z40,0.1629121142618501,2013
E1Z41,0.1141232473959367,2013
E1Z42,-0.3249155908564181,2013
E1Z43,-0.8479022000259798,2013
E1Z44,0.3844028079973504,2013
E1Z46,-0.3153249448972669,2013
E1Z47,-0.03830652788392611,2013
E2Z70,0.1128477897331344,2013
E2Z80,-0.1648496563589544,2013
F0Z20,-0.3428591921278347,2013
F1Z40,0.1697215873425355,2013
F1Z41,0.9979265549446609,2013
F2Z20,0.1431181300049353,2013
F3Z41,0.7750032810186318,2013
F4Z20,-0.1868867451273307,2013
F4Z41,0.7505905363157594,2013
F5Z70,0.4110066855028407,2013
G0A40,0.5169725789990586,2013
G0A41,0.534952257304943,2013
G0A42,-0.06282348215136874,2013
G0A43,-0.212610126292856,2013
G0B40,0.9941686186144064,2013
G0B41,0.6687950780517855,2013
G1Z70,0.1112729701065695,2013
G1Z71,1.24248148584707,2013
G1Z80,0.509436531341765,2013
H0Z90,0.8419651200185285,2013
H0Z91,0.2936989475263871,2013
H0Z92,0.3492217980211089,2013
J0Z20,-0.8023492677832645,2013
J1Z40,-0.786322969353944,2013
J1Z80,0.09912939274885657,2013
J3Z40,0.491767994353273,2013
J3Z41,0.5391459585850875,2013
J3Z42,-0.558669231997631,2013
J3Z43,0.2801843071718285,2013
J3Z44,-1.272400367232087,2013
J4Z40,0.2028514838683378,2013
J4Z60,-1.470600805180329,2013
J4Z80,-0.1317622460629081,2013
J5Z60,-0.715905524508176,2013
J5Z61,-0.2704053718106035,2013
J5Z62,-0.4456273918360847,2013
J5Z80,-0.03764233506011447,2013
J6Z90,-0.3628321443100565,2013
J6Z91,0.1607193791358131,2013
J6Z92,0.4682203096373909,2013
L0Z60,-0.6380614291575333,2013
L1Z60,-0.2164568141163949,2013
L2Z60,-0.9766639602885181,2013
L2Z61,-1.076649213026474,2013
L3Z80,-0.3831836013282328,2013
L4Z80,-0.549081754038211,2013
L4Z81,0.2141604698929537,2013
L5Z90,-0.1032884583701436,2013
L5Z91,-0.2102280271720565,2013
L5Z92,-0.1528301506287712,2013
M0Z60,0.2759419895826063,2013
M1Z80,1.003931955775959,2013
M1Z81,0.1640695056299141,2013
M2Z90,1.683064921627748,2013
M2Z91,0.2767338661541228,2013
M2Z92,1.073497269832587,2013
N0Z90,0.6614243760578894,2013
N0Z91,-0.4475421530390209,2013
Q0Z60,-0.9167273938567627,2013
Q1Z80,-0.5941084388617532,2013
Q1Z81,0.4171000855402477,2013
Q2Z90,-0.3232137079985537,2013
Q2Z91,-0.05579209781342914,2013
R0Z60,-0.9279662616022734,2013
R0Z61,-1.214668991049481,2013
R1Z60,-0.3980107461969556,2013
R1Z61,-0.2585949214198819,2013
R1Z62,-0.6119844631554964,2013
R1Z63,-0.1351579216483937,2013
R1Z67,0.06711660407360379,2013
R2Z80,0.4583009343161754,2013
R2Z83,1.290343219420891,2013
R3Z80,0.03606313949742415,2013
R3Z82,-0.4419531196956647,2013
R4Z90,0.1227301962488583,2013
R4Z91,1.216905592880194,2013
R4Z92,-0.1734887676677402,2013
R4Z93,1.106646120104849,2013
S0Z20,0.6510033492612044,2013
S0Z40,0.9504349559625189,2013
S0Z41,0.8061939035771242,2013
S0Z42,0.5673376483760112,2013
S1Z20,-0.2357896257145843,2013
S1Z40,0.7138213361941292,2013
S1Z80,0.8001121800526545,2013
S2Z60,0.1909458531889816,2013
S2Z61,0.1061283057248402,2013
S2Z80,0.3504341233776779,2013
S2Z81,0.3834927564390475,2013
S3Z90,0.1548562199343652,2013
T0Z60,0.2147454837432448,2013
T1Z60,0.2971805350066553,2013
T2A60,0.6561037656038811,2013
T2B60,0.5040373106309955,2013
T3Z60,-0.560756191196881,2013
T3Z61,0.1798712863924036,2013
T4Z60,-0.6569983635748229,2013
T4Z61,-1.039214354871115,2013
T4Z62,-0.8389634653573079,2013
T6Z61,-0.6078338336762661,2013
U0Z80,-0.1506523877940419,2013
U0Z81,0.0734383923787936,2013
U0Z90,-0.1147980499925209,2013
U0Z91,-0.8031101624104352,2013
U0Z92,-0.2861973577797565,2013
U1Z80,-1.017033983082367,2013
U1Z81,0.1225894705326321,2013
U1Z82,-0.2626407075161318,2013
U1Z91,-0.9876607062870155,2013
U1Z92,-0.06681179933398795,2013
U1Z93,-0.3790526697895755,2013
V0Z60,-0.002907931230161504,2013
V1Z80,-0.0141227346831287,2013
V1Z81,-0.5412098661445597,2013
V3Z70,0.2152110639345428,2013
V3Z71,0.279028483208338,2013
V3Z80,1.396879269522941,2013
V3Z90,-0.2329777644422304,2013
V4Z80,-0.6770319483547085,2013
V4Z83,-0.29377080981374,2013
V4Z85,-0.4184933840990713,2013
V5Z81,-0.1454218187056645,2013
V5Z82,0.154282099756366,2013
V5Z84,-0.19696071266971,2013
W1Z80,0.1576897395547683,2013
A0Z40,-0.6146352088617597,2014
A0Z41,-0.2470917957965267,2014
A0Z42,0.3775603971691249,2014
A0Z43,0.05642883481148213,2014
A1Z40,-0.5308211078739867,2014
A1Z41,-0.7826814357328709,2014
A1Z42,-0.721996136248235,2014
A2Z70,0.07732338598095401,2014
A2Z90,-0.3825604391396517,2014
A3Z40,0.08779493394613169,2014
A3Z41,-0.2832497455370343,2014
A3Z90,0.167686962923872,2014
B0Z20,-0.9824194072485909,2014
B0Z21,-0.2273899974871691,2014
B1Z40,-0.2468775658214523,2014
B2Z40,-0.07011405744613114,2014
B2Z41,0.7931252603987529,2014
B2Z42,0.7906545020834821,2014
B2Z43,0.7661840016128643,2014
B2Z44,0.8158421980504165,2014
B3Z20,-0.179081482066983,2014
